ChurnStatus,Age_scaled,AvgSpend_scaled,TotalSpend_scaled,LoginFrequency_scaled,ResolutionRate_scaled,IncomeLevel_Low,IncomeLevel_Medium,ServiceUsage_Online Banking,ServiceUsage_Website,Interacted
0,1.2277215880994214,2.4310160085909063,-1.236035240492613,0.5775398104051269,1.5114355489590123,True,False,False,False,1
1,1.4240971632950614,-0.42883567434031,0.33218664279203186,-1.495302802573418,1.5114355489590123,True,False,False,True,1
0,-1.6524535147699633,0.4896707221885093,0.5478982724066462,-1.6382574655374555,1.5114355489590123,True,False,False,True,1
0,-1.4560779395743233,-0.9790615389615723,-0.5416007650831081,-1.7097347970194745,0.3388540988795205,True,False,False,True,1
0,-1.4560779395743233,-0.0026345124493183745,0.9618355220611747,1.0778811307792584,-0.8337273511999715,False,True,False,True,0
0,0.9004289627733552,-0.25619685856450886,-0.19909129918692856,-1.7097347970194745,1.5114355489590123,False,True,False,True,1
0,-1.0633267891830436,-2.3944715552661706,-1.6933200444140022,0.43458514744108934,-0.8337273511999715,False,False,False,False,0
1,-0.4087415385309107,0.6152418076467272,1.0247768364620964,-0.6375748247891926,-0.8337273511999715,True,False,True,False,1
0,-0.2778244884004841,0.19142319352751844,0.013001100848782685,-0.137233504415061,1.5114355489590123,False,False,False,True,1
1,1.6204727384907014,-0.7425229905357503,0.12410174217510603,0.22015315299503296,-0.8337273511999715,False,False,True,False,0
0,0.7040533875777152,1.4106061781696746,0.5906772886936791,0.29163048447705175,0.3388540988795205,False,True,True,False,1
0,-0.14690743827005756,-2.389057386607326,-1.6928069735541578,1.220835793743296,0.3388540988795205,True,False,False,True,1
0,-1.2597023643786835,-1.7514536685135063,-1.2699811179223235,-1.1379161451633242,1.5114355489590123,True,False,False,False,1
0,-0.08144891320484426,0.9597441283882373,2.1295570655072185,0.005721158548976594,0.3388540988795205,False,True,True,False,1
0,-0.08144891320484426,-0.1626268545402373,0.8405427974379406,1.2923131252253148,-0.8337273511999715,False,True,True,False,1
1,-0.8669512139874037,-0.37965291099795423,0.9872117294534827,1.0778811307792584,1.5114355489590123,False,True,True,False,1
0,-1.58699498970475,-0.2660970526835387,0.4401395250593097,-1.2808708081273616,0.3388540988795205,True,False,True,False,1
1,0.8349704377081418,-0.8792945067561637,-0.4943289120774368,0.7919718048511833,-0.8337273511999715,False,False,False,True,1
0,0.9004289627733552,-0.6864915709482345,-0.402974565465128,0.9349264678152209,-0.8337273511999715,False,False,True,False,1
0,-0.14690743827005756,0.8496072560308435,2.035623497815691,-0.7090521562712113,1.5114355489590123,True,False,False,True,1
0,1.358638638229848,-0.991558025541716,-0.5475218801413132,-0.5660974933071737,-0.8337273511999715,False,False,False,True,0
0,-0.08144891320484426,0.19640325316777144,0.3811502429571904,1.1493584622612774,1.5114355489590123,True,False,False,False,1
0,-0.5396585886613373,1.789876009165859,0.25358973377585614,-0.49462016182515495,0.3388540988795205,True,False,False,False,1
0,0.7695119126429285,-0.31785984972226644,-0.22830860463807218,-0.9949614821992865,1.5114355489590123,False,True,False,False,1
0,-0.01599038813963097,0.06668269867951246,-0.7530968935789999,0.07719849003099538,1.5114355489590123,True,False,False,False,1
1,-0.8014926889221905,-0.8747485561345034,-1.0207396142778729,1.3637904567073336,1.5114355489590123,False,True,False,False,1
0,-1.128785314248257,0.3798508957435709,1.2518037585532802,-0.2801881673790986,-0.8337273511999715,False,True,False,False,1
0,-1.0633267891830436,0.4879147755964516,0.5468998642469488,1.1493584622612774,-0.8337273511999715,False,False,True,False,1
0,-0.34328301346569745,0.49737737667587306,-0.6306532262161147,0.5775398104051269,0.3388540988795205,False,True,False,True,1
0,1.6859312635559145,1.506656456755228,-0.8336767521345748,0.8634491363332021,0.3388540988795205,False,False,False,True,1
0,-0.6051171137265506,-0.4192950311901299,-0.2763708641035038,-0.20871083589707978,1.5114355489590123,True,False,True,False,1
0,1.6859312635559145,-0.07700250884502662,-0.11418500527266506,1.57822245115339,-0.8337273511999715,False,False,False,False,0
1,-1.3251608894438969,1.37744805335632,-0.8581654856071518,-0.137233504415061,1.5114355489590123,False,False,False,False,1
0,-0.6705756387917639,-0.5965285738818142,0.8022427510895501,1.2923131252253148,0.3388540988795205,False,False,True,False,1
0,1.4240971632950614,0.1401885740748145,-0.7321996561253343,-0.49462016182515495,-0.8337273511999715,True,False,False,False,1
0,-1.6524535147699633,-0.44056637310113883,0.01897768302697132,-1.4238254710913993,1.5114355489590123,True,False,True,False,1
0,-0.474200063596124,1.4853737337089006,2.5778561959913313,-1.6382574655374555,1.5114355489590123,False,True,True,False,1
0,0.638594862512502,0.603660921789585,-0.6004375126052736,1.5067451196713713,1.5114355489590123,True,False,True,False,1
0,-0.08144891320484426,-0.17527698644718578,-0.16074965249855042,0.005721158548976594,-0.8337273511999715,False,True,True,False,0
0,1.555014213425488,-0.36417921232561523,0.3750765933190316,-0.42314283034313616,1.5114355489590123,True,False,False,True,1
1,1.6859312635559145,-1.0061031164792598,-1.309917444310218,0.8634491363332021,-0.8337273511999715,False,False,False,False,1
0,0.2458437121212222,-1.0754630068655369,-1.0778014139605765,-1.1379161451633242,-0.8337273511999715,False,True,False,False,0
0,-0.4087415385309107,0.9638181102962652,1.256005392892007,-0.0657561729330422,0.3388540988795205,True,False,False,False,1
0,-0.4087415385309107,-0.308650885372809,-0.8598017656466559,0.6490171418871458,-0.8337273511999715,True,False,False,False,1
0,-0.7360341638569772,0.732430338540479,-1.3970008226838215,1.6496997826354087,-0.8337273511999715,True,False,True,False,1
1,0.9004289627733552,-1.6929708917391417,-1.6268427011141524,-0.137233504415061,-0.8337273511999715,False,False,True,False,0
0,0.44221928731686205,-0.5982636163477766,0.21979639092609932,-0.35166549886111736,-0.8337273511999715,False,True,False,True,0
0,-1.58699498970475,-0.32458679749993485,0.40134027463107036,0.5775398104051269,-0.8337273511999715,False,True,False,True,0
0,-1.0633267891830436,-0.5346802328060063,-0.9240604241471779,-0.5660974933071737,-0.8337273511999715,False,True,True,False,0
0,0.44221928731686205,1.8772343521207264,0.2867036044058186,-0.49462016182515495,-0.8337273511999715,True,False,True,False,1
1,0.3767607622516488,-0.9815686404846768,-1.0511078624686676,-1.6382574655374555,-0.8337273511999715,False,True,False,False,0
0,-0.9978682641178304,2.207864462516914,-1.257182079986203,-1.4238254710913993,-0.8337273511999715,False,True,False,False,0
0,-0.14690743827005756,-1.0394033893500676,-0.07283426732519928,-0.42314283034313616,-0.8337273511999715,True,False,False,False,0
0,0.638594862512502,-0.2891647558303909,-1.1740368671314056,-0.2801881673790986,1.5114355489590123,True,False,True,False,1
0,-0.932409739052617,-0.35845148177533276,-0.24754182849224243,0.5060624789231082,-0.8337273511999715,True,False,False,True,0
0,1.6204727384907014,0.5608158249433786,0.1880275979557292,-0.8520068192352489,-0.8337273511999715,True,False,False,False,0
0,0.1803851870560089,-0.7479789674467864,-0.984699853068797,1.2923131252253148,-0.8337273511999715,False,False,True,False,1
0,0.5731363374472886,1.7403924586757902,1.2590422177110865,-1.209393476645343,-0.8337273511999715,False,False,True,False,1
0,-1.6524535147699633,-2.236826572334773,-1.4079694456604968,1.3637904567073336,-0.8337273511999715,False,True,True,False,0
0,-1.6524535147699633,-0.8061812805293636,-0.7304663086258596,-0.0657561729330422,0.3388540988795205,False,False,False,False,1
1,0.7040533875777152,-0.3518179057608921,-0.8720738659429359,1.5067451196713713,1.5114355489590123,True,False,False,True,1
0,-1.3251608894438969,-0.5906754185749558,-0.648777107670621,-0.7090521562712113,1.5114355489590123,False,False,False,False,1
0,0.8349704377081418,-0.07834548281265527,1.244190896335588,-1.3523481396093804,-0.8337273511999715,True,False,False,False,0
0,0.9658874878385684,1.0443547401018298,-0.47515115534325,-1.0664388136813052,-0.8337273511999715,False,False,True,False,0
0,-0.5396585886613373,0.31624173044628223,0.0721429175308556,0.07719849003099538,-0.8337273511999715,True,False,False,False,0
0,-0.6705756387917639,-1.0861633064108884,0.1403952086701672,1.0064037992972397,-0.8337273511999715,False,True,True,False,0
0,-1.39061941450911,-1.0963880370875572,-0.8404714743325152,-0.6375748247891926,1.5114355489590123,False,True,True,False,1
1,1.0313460129037817,-0.42064125691070764,-0.5843243142501579,-1.495302802573418,-0.8337273511999715,False,False,False,True,1
0,1.096804537968995,0.13559140834421915,-0.37347992441406835,0.22015315299503296,1.5114355489590123,True,False,False,False,1
0,0.3767607622516488,1.4662487810118066,1.5892934500909814,-1.1379161451633242,-0.8337273511999715,False,True,False,False,0
1,-1.58699498970475,-1.3487078071073955,-1.1554831154970298,1.5067451196713713,0.3388540988795205,True,False,True,False,1
1,-1.58699498970475,-1.02868654070489,-0.31541971657166723,-0.0657561729330422,0.3388540988795205,False,False,True,False,1
1,0.9004289627733552,0.0015013108317430256,1.3122906528949454,-0.137233504415061,1.5114355489590123,True,False,True,False,1
0,1.0313460129037817,0.14790132559895663,1.0759591214265818,1.2923131252253148,1.5114355489590123,True,False,False,False,1
1,0.638594862512502,-0.8468607099120323,-0.7458861679811856,-0.9949614821992865,1.5114355489590123,False,False,False,False,1
1,0.8349704377081418,-0.4300063054016815,-0.5878742099290818,-1.495302802573418,0.3388540988795205,False,True,False,True,1
0,-0.932409739052617,-0.37655968100592696,0.6783569386071019,0.22015315299503296,-0.8337273511999715,False,False,True,False,0
0,1.358638638229848,0.32090474417408066,-0.6808232362409073,0.6490171418871458,-0.8337273511999715,True,False,False,False,1
1,-0.474200063596124,0.879051878977292,-0.5221456727490053,-0.20871083589707978,1.5114355489590123,False,False,True,False,1
0,0.11492666199079561,-2.0419652769105983,-1.659914971404128,0.43458514744108934,-0.8337273511999715,False,False,False,False,0
